Entry	Interacts with
P08679	Itself
Q06156	
Q05790	
P25618	
Q06705	
Q04201	P47155
P06773	
P69850	
P31787	
Q12476	P47047; P53632
Q07716	
P25649	Q12433
P32317	
Q06159	Q12527; P38182
P32450	
Q08409	
P05626	
Q12165	
Q01896	
Q01532	
P14180	
P43635	
P40987	
P53301	
P40087	P0CG63; P0CG48
Q12395	Q12018
P04037	
Q06469	
Q12389	Itself; P32892; P36049; Q03532; P43586; Q12176; P38112; P39744; P37838
P39976	
Q03373	Q03063; P14681; P13574
P32330	
P53388	
P53171	
P32836	P47123
P34243	
Q05931	Q03020
P47042	
P53892	
P53319	
P36049	Q08235; P53188; Q12389; Itself; P43586; P47069; P39744; P37838; P40078; P53131; Q12754; P38789
P38836	
Q06011	
P39715	
P38167	P39940
Q05958	
P32525	P32790
P47144	
P32799	
P53822	
Q99234	
P0CE41	
P39936	P04147
P53115	Q03435
P34253	
Q04081	
P42951	
P47051	
Q04396	
P53743	P38719; Q06344; Q03532; P20448
Q03018	Q00362; P40316
Q08967	
P19097	P07149
P25621	
P38225	
P42837	P34756; Q06708
P40036	P40073
P41818	P32598
P14065	
Q12361	
Q07729	
P13134	P32790
P22943	
P69852	
P53187	
P20050	P14291
Q9P305	
P47034	
P53966	
Q02196	Q00684
P40469	Q05583; P38829
Q07684	
P53129	P38273
P40567	
P47187	
P40312	
P38818	
Q08923	
Q08977	
P20448	Q06631; P15790; P48234; Q06344; P53743; Q03532; Itself; Q12136; P53254
Q12050	Q03973; P15873; P40348; P40339; P38251; Q12306
P53938	
P38140	P43603; P39743; P32793
P32476	
P53848	
P40008	
P38631	P06780
Q12333	
P41913	
Q03833	
P38817	P48563; P39104
P27472	P23337; Itself
Q12198	
Q08448	
P35192	
P53083	
P43572	P38806
P40531	
Q03281	P39929; Q02821
P45820	
P49775	
P0CY13	
P40499	
P25626	
P53390	P40260
P53843	P69771
P40034	
P38144	Q12072; P43596
Q6Q560	P25374
P40206	
P47046	
P38710	
P32486	
P36775	
Q04005	
P53237	
Q12230	P53252
P38139	
P40356	P14922; P16649
P49090	
P32504	P35203; P53267
P03874	
P35203	P32504; P40969; P53267; Q08446; P52286
P48237	
P24871	
O13525	
P33412	
P53255	
P40553	
P32803	P39704; Q12450; P54837
Q02908	P42935; Q04868; P38874; Q3E840
Q03016	
P39993	
Q06336	
Q06543	
P40106	
P32288	
P46943	
P42944	
P40956	P43603; P39743; P32793
P38803	
P25341	
P27809	
P32490	Q12263; Q00772; P23561
Q04406	
P53918	
P39521	P38930
P32791	
P41939	
P53982	
Q06098	
P38143	
Q07845	P36146
P53834	
Q12060	Q02336; Q03330; P32494; P25554; P50875; P06844; P35177; P38915; Q12030; Q03761; P38129; P53040; P38811; P50102
P36113	
P50079	
Q01448	P32479
P39567	
P26798	P13902
Q8TGJ3	
P47114	
P47169	
Q12175	P40965
P27882	P36046
Q06551	P41912
P38260	P10591
Q08913	
P16892	P33306; Itself; P23561; P32917; P06784; P32830; A7TJH8
Q99341	
P08524	
P36143	
P47011	
P05373	
P46972	Q05930
P34167	
P15496	
P38689	P32895
P38703	P28496; Q03579
P39002	
P47055	
Q12321	Q08278; P53114; P19263; P38633
Q07376	
P29469	P09119; Q08496; P30665; Q12306
P53048	
P53341	
Q06706	P42935; Q02884; Q04868; P38874; Itself
Q04067	P06103; P40217
P40546	
Q12099	Q06132
P32785	
P17064	P38264
Q08907	
Q12247	
Q07540	Q03020; Itself; P39676
P03069	Itself; P11938
P18851	P39010; P11433; P21268; P08539; P18852; Q03497; P32917
P37292	
P18494	P23202
Q07653	
Q04697	
P41546	
Q9URQ5	P43609; P32597
P02829	P60010; P27616; Q12449; P53858; P06101; P33313; P53691; P47103; Itself; P43581; P27705; P35198; P32832; P38768; Q03407; P53043; P32264; P28707; P41811; Q08446; Q00772; P41808; P10591; P10592; P32589; P15705; P25638; Q12407; P0CS82; P04637
P47124	P32629; P50108; P46985
Q05164	
P40037	
P48570	
P32899	P38333; P47083; Q12136; P53866; P40362; Q04177
Q03419	
P38439	P89105; P38351; P53064; Q00772
P48563	Q03921; P38817
Q06815	
P42935	Q02908; Q02884; Q04868; P38874; Q06706
Q12284	
P38819	P54837
Q07541	
O13329	
Q03034	
P26793	P38859; P15873
P39958	P07560; P36017; P01123; P38146; P38555; P51996; P36018; Q99260; P32939
P38011	
Q08561	
P08539	P11972; P18851; P22219; P22543
P40581	
Q12438	
P38068	
P48365	P0CG63
Q01766	
P07172	
P39987	
P46997	
P53158	
P28496	P38703; Q03579
P08465	
Q08649	P80428; Q12432; P02309; P11938; P38811
Q05359	Q12450; P54837
Q04461	
P38913	
P05453	P32644; Q12315; Q04638; Itself; P12385
P53971	
P53198	
P40207	P46956
P53889	
P40988	
Q12178	
P38993	P40088
P32768	
Q05670	
P28006	
P39722	
Q04458	
P46973	Q08932
P23337	P27472
P19882	P07276
P22202	
Q99332	
P48353	
P23301	P38791; P47120
Q92325	Q12018
Q08045	
Q02786	
P42838	P32660; Q12675
P43586	Q08235; Q12389; P32892; P36049; P38911; Q06205; Q03532; Itself; Q12176; P38112; P39744; Q02892; Q08208; P37838; Q12080; P40010; P53131; Q12754; P36080; P25582
P19263	Q12321; Q06213
P38158	
Q12296	
P53970	
P14741	P12754; P32502
P16151	
P25340	
P09201	
Q12497	
P14064	
P08640	Itself
P37261	
P04397	
P32805	
P13181	
Q04806	
Q05827	
P38912	
P06242	P37366
P04173	
P39526	
P40457	Q02455; P32380; P33419; P36094
Q12404	
P32497	P06103; P20433; P38249; P38431
P14742	
P32642	P22149; P53323
P40325	P43603; P32793
P0CS90	P38257; P53632; P06779; P38827; Q01852; P12294
Q04329	
Q12056	
P22209	
P40026	Q03718
Q02799	
P22023	
Q04781	
P47093	Q99181; P38203; P40070; Q06406; P49960; P20053
P19659	P12383; P36956-1
P47822	Q12343; Q08278; P52286; P38633
Q06820	
P39534	
P41800	Q92328
P43594	P36112
P36046	P53722; P27882
P40990	
P35176	
P38791	P23301
Q08496	Q01454; P29469; P25588; P52286
P46957	P15436
Q3E705	
Q08271	
P40209	
P47102	P32074
P42950	
P38199	
P33416	P10591
Q08109	P25694; P38307; Itself; Q05787; P00729; Q04228; Q99220
P43598	
P40504	
P32526	P19524
P06208	Q12166
P08638	
Q07928	
Q01722	
Q04399	
P38138	Q04924
Q04322	P53281; P43603; O14455; P39743; P53049; P32793
P04912	
P32807	Q12306; Q04437
P32806	
Q08914	
P0CY07	
P15108	Q12449; P08566; P33313; P47103; P53043; P38164; Q02821; P10591; P15705
Q99383	P38217; P25298
P19807	
P06168	
P38697	
P50094	P50095
Q08630	
Q99393	
P07278	Itself; P22696; P06244; P06245; P05986
Q07923	
Q3E772	
Q04472	
P46985	P32629; P47124; P50108
P32340	Itself
Q03661	
P53337	P38353
P0CX11	
P12385	Q03195; P05453
P62651	
P38289	
P40491	
P40039	
Q04433	
P45976	P29468; Q01329; Q06102
Q03557	
P18852	P18851
Q05926	
Q12344	P43603; P39743; P32793
Q12180	
P39982	
Q04344	
Q08118	
Q06505	P23615
Q08227	
P43615	
P32645	
P28239	
P28743	P33419
P47069	P06704; Q08955; P36049; P43605; P17214; Q12692; P40358; P53159; Q12366; Q08746
P38857	P53157
P34234	
P30665	P32354; P29469; P53091; P38132; Q12488; Q12306
P38880	
P47077	
P23493	
P10659	P19358
Q12205	
P40578	
P40562	Q08204
P39106	
Q03677	
Q00539	
P25566	
Q05777	
P32831	
P47096	
P54783	
P36117	P39940
P50076	
P52910	
P32789	
Q99186	
P53314	
P53923	P53088
P49956	P38877; P43605; P40348; P38629; P40339; P38251
Q01454	Itself; Q08496; Q06164; P13382; Q12488; Q03406
P40442	
Q06686	
P53008	
P53137	
P40564	
P40566	
P32835	P43583; P25300; P53067; O94258
Q06629	P53973; Q06623
P53901	Q05080; P80667; P40073
P39005	
P40480	P38262
P39979	
P40481	
P38284	
P39730	
P19358	P10659
P25642	
P21190	P38615; P39001
P28241	P28834
Q03020	P53193; P25374; Q05931; Q07540
Q12350	
P40002	
P53877	P38883
P54070	
P33399	P33203
P25045	P40970; P53224; Q06144
Q12246	
P25369	P40994; Q12446; P32790
P38304	P13393; P32569; P32585
P36051	
P38999	
P0CW41	
P25338	
P53059	
P36006	P40563; P47068; Q01389; P41832; P40450; Q12446; Q12451; P33334; P39955; Q03497; P40453; P37370; Q08912
Q03429	
Q12374	
P38861	
Q06178	Itself; P53204
P47149	P39731; P39946; P32908
Q99382	
Q12125	Q12154; Q12285; P22214; Q12118
Q06625	
P49095	
Q12390	
Q02516	P06774
P06174	
P25619	
P53096	P14922; P61830
P38074	P53741; P22204; Itself; P47047; P32505; Q01560; P23595; P22082; P24276; P46676
P38217	P38333; Q99383; P32505; P41896
P50095	Itself; P50094
Q12425	
P43614	
P24279	P25651; P29496; P38132; Q12306
P40513	
P40958	P26449; P26309; P40957; P47074
P41910	P04051
P33441	O13539
P38172	
Q08641	
P47015	
Q01217	
P33313	P47103; P15108; P02829
P48235	
P41811	P53622; P02829; P40509
P35195	
Q04623	
Q02710	
Q04659	P53840
P47027	Q04377; P38111; P14737; P34252; P53135; Q12098
P24482	P21951
P27344	
Q04603	P40366
Q06337	P53201
Q12432	P39995; Q08649; P22579
P39995	Q12432
P42842	
Q08299	
P38333	P36009; P32899; P53941; P38217; P25586; P15646; Q99207; Q12481; P53251; Q06078; P53254
P39013	P32521; P32790
P53344	
P47143	
Q08548	
P39010	P18851
Q02804	
P19146	P11076
P38316	Q03818; Q12380
P38328	Q05933; P33204; P53731; P32381; P47117; Q12446; Q04439
Q12292	P22855; Q12527; P38182; P29295
Q12048	
P38636	
Q12349	
P26448	P47113; P38785; P38987
P09798	P53068
P25656	P39524
P47167	Q12748; Q12262
P40452	P39103; P32335; P53266
P40433	P11484
P32357	P33334; P36048
P23180	
P38872	P40555
Q04601	Q08683; P40577; Q12379
P36090	
P53296	
P40353	
P54074	P53983
Q12380	P38316; Q03818
P48361	
Q12500	
Q12233	
Q12359	
Q03783	
P53755	
Q08754	P11076; Q05029; Q12114; P40955
P53858	P32598; P02829
P39011	
Q12127	
P19073	Q99299; P29366; P11433; Q12434; Q03497
Q03705	P53323
Q05924	P32361
P32463	
P43553	
P54114	
Q12028	P36000; P35181
P16550	
P40527	Q03921
Q06596	
P00856	
P38176	
P50944	
P53630	
P48524	P26783; P39940
P47039	
Q12365	P53159; P33419
Q06150	P52286
P38772	
P21560	P07253; P36517
Q06549	Itself
P53197	Q08981
P53550	Q12517; P39998; P25644
P25612	
P32858	
P46680	P60010
Q12433	P25649
P18239	
P36973	
P00812	P05150
P0CD90	
Q06822	
P38929	P38310
Q03153	
Q12191	Itself; Q04410
P53934	
P32798	P38310
P07143	
P31383	
P03876	
P03875	
P54115	
Q07988	
P53940	P10591; P10592
P15274	P33203
P05085	
P38986	
P53895	
Q05789	P38270; Itself; P22543
P32907	
Q08965	Q08096
P53838	
P12962	P07260
P37366	P06242; P17157
P32458	Itself; P32468; P38785; Q06648; Q12263; Q07657
P31384	P53829; P25655; P34909; P39016; P39008; Q01939
Q08223	
Q07747	
P60010	Itself; P46680; Q03048; Q06440; P02829; Q12446; P07274; P39743; P32599; P17555; P12612; P0A6F5
P38113	
P40532	
P04076	
P38115	
P32660	Itself; Q12675; P53739; P42838
P53731	Q05933; P33204; P38328; P32381
P38077	
P32839	
P17555	P15891; P60010; P08678; P14126; Itself; P02994; P53250
P27825	
P37267	
P25694	P53741; Itself; P38307; P36037; Q08109; Q05787; P33755; P32628; P06778; P34223; Q12306; P40318; Q01477; Q04228; Q12229; P54730; Q06682; P47049; P38349; P53044; P54860; Q04311
P38147	Q00684
P47029	P39940
P19880	P25296; P38315
P14843	
P35183	
P32447	P02309; P61830; P32479; P22216; P40161; P40963; Q04003
Q8TGM7	
Q12226	
P38110	
P85052	
Q12291	
P33322	P53919; P32495
P15202	P39940
P05374	
P16522	P40577; Q12379
P38221	
P53280	P29366; P25655
P47001	
P39103	P40452; P32335
P10869	P20081
P47771	
P53933	P15891; P47068; P38822; Q05080; P53281; P43603; Q04439; P80667; Q06449; P39743; P32790; P32793
Q06497	
P40024	
P01097	
Q05123	Q12406
Q06597	
P40471	
P22135	
P32639	Itself; P33334; P36048
P38278	
P38813	
P35817	Q07442; P61830; Q12692; Q05471; P46677; Q03761; P53040; Q05021; Q03433; P53930
Q03630	P36149
P39713	
P25296	P14747; P19880
P47158	
Q03654	P25337; Q12309; Q03772; P38302; P32523; Q06411; Q04048; P53277
Q12018	P14682; P07834; Q12395; P24814; Q08273; Q92325; P39014; P38352; P52286
Q06632	P35728; P29468
P29465	
Q06139	
Q12309	Q03654; P21374; P38302; P32523; Q06091; Q04048; P53277
P53968	
P22580	
P19414	
P12904	P32578; P34164; P06782; Itself; P25575
P36154	
P32375	
P16639	
P28777	
P38182	P53104; P35193; P40344; Q12292; Q06159; P53867; Q99325; P38862; P22804; Q08412; Q14596; Q13501
Q06485	
P41696	
Q99177	
P29311	P34730; P32356; Q96B36
P32451	
Q08004	
P39969	P29366; P40077; P40020; Q03780; P40095
P53223	
P47818	
P06704	Itself; P47069; P46674; Q12369; Q6WNK7; Q08231
P00431	P00044
Q04410	Q12191; P15303; P40482
P38431	P32481; P32497; P20459
P16523	
Q06554	
P47135	
P20485	P25293
P38063	P32895; Q12265
Q08218	
Q99278	P32569; P32570
P25046	
Q01159	O13297
Q06567	
P38633	Q12321; Q06213; P32569; P47822
P38782	P32569
Q08601	
P38132	P25651; P53199; P24279; P30665; Q12306
P40850	P53297
P36027	P25623; Q08245
P29952	
P38996	P53617; Q00416
P42846	P25586
P50112	
P31379	
P38210	P32597
Q04377	P47027; P38111
Q07508	
P43564	
P40081	
P41940	
P0CD99	
P14908	
Q03825	
P38236	P41833
P53914	Q05022
Q04751	
Q03674	
Q00402	P40075; P09734
Q02199	Q06142; P34077; Itself; P48837
P40368	P14907; Q02630; P40477
P32332	
Q99297	
P38787	
P38131	
Q04087	P32562; P06243; P25651
P43603	P15891; Q12168; P47129; P38090; P40563; P38266; P53933; Q06604; P09119; Q12510; Q08412; P38140; P40956; Q04322; Q12344; P40325; Q12446; Itself; P33400; P53118; P32855; P32790; P53955; P25604; P40453; P53169; P38870; P32793
P38157	
P39692	
P47083	Q06631; Q04217; Q03532; P32899; P53941; Itself; Q99207; Q12136; P42945; P53254; P40498; Q02354; P53276
P39943	
P34232	Q99257
P42939	Q99176; P25604
P43619	
P53920	
P39683	P33203; P39940
P53164	
P34909	P53829; P31384; P06100; P25655; Q12514; P39008; Q01939; P15731
P14743	
P39682	
P53718	
Q05541	P43124; Q08204
P32767	Q12363
P53125	Q08773
P40006	
P36005	
Q12502	P39940
Q02205	Q00582; P38247
Q12171	
Q03455	P53735
P35719	P53252
P38849	
Q08229	Q99299; P29366; P38041; P11433; P53939; P32793
Q04439	P40563; P53933; P38328; P47068; Q01389; P40450; P38822; Q00362; P48562; P06787; Q12446; Itself; Q12451; P32521; Q03306; P33334; P39743; P39955; Q03497; P40453; P37370; Q08912; P40021
P40165	
Q07623	
Q08287	Q08962; P34241
P32838	
P13185	P32944
Q03579	P28496; P38703
P38828	P53297
P32569	Q99278; P38782; P38304; P38633; P32570
Q08268	
Q02574	Q08949; P48581; P38927; P38827
P40185	
Q04533	
P32389	P40573; P39014
Q03218	
P07266	
P35728	Q06632
P13712	Q04199; Q12495
P53896	
Q03264	
P39744	Q08235; Q12389; P36049; Q04660; Q03532; P43586; P10962; Q12176; Q07896; Q08208; P37838; P53261; P40078; P40693; P38805; P36160; P35178; Q05022
P32494	Q02336; Q12060; P25554; P38915; P38811
P40991	Q02892
P40010	P43586; P37838; P36160
P53397	
P38853	P33306; Itself; P50090; P07866; P39946
P53150	Q08387; Q06148
P38620	
P32487	
P40089	P47017; P38203; Q06406
P33308	
P38341	
P25573	P32795
P38888	P17967
P07884	
P38191	
P38590	
Q12317	
P53070	
Q02866	
P16603	
P53939	Q99299; P25293; Q08229
Q12460	P15646; P39990
P11633	
P32495	P33322; P28007; P53919
P33331	
P38794	P17157
P38212	P39940
P30605	
Q07532	
P53153	P40073
Q07799	
Q08777	
Q12124	
Q12019	P25382
P53051	P39940
Q06436	
P36066	
Q02046	
Q08689	
P32377	
Q03210	
P22211	P15442; P06782; P35169
P25655	P53280; P53829; P31384; P06100; P34909; P06102; Q12514; P39008
P53081	
Q08208	P43586; P38112; P39744; P37838; P53131
P31378	
Q92316	
Q03028	
P41816	Q03558
P35845	
P53318	
P00044	P00431
P32898	
Q12429	
P47133	P80967
P53200	
Q00582	Itself; P53290; Q02205; P38247
P32769	P33309
P24814	Q12018; P52286
P10961	
P31539	Itself; Q12285
P20459	P32481; P38431
P40051	
P52489	
Q04431	P53148
P48439	Q99380
P40219	P53756
P07264	
P25587	Q06058
P38800	
Q06508	
P22855	Q12292
Q02889	
Q06580	P08964
P53050	
P11914	P10507
P10566	
P23641	
P47018	
Q8TGN9	
Q08887	
Q12207	
P52920	P40558
P36052	
P54791	P54784; P54790; P50874
Q03937	
P50942	P15891; Q06604
Q03694	P28795
P05986	P07278
Q07980	P38920
P40965	Q12175
P52918	P07270
P38694	
Q06568	
P23059	
P48234	Q06631; P20448
Q12514	P53829; P06100; P25655; P34909
P34227	
Q05549	
Q06592	Itself
Q12522	P53145; P53742
P39522	
Q06406	P47017; P38203; P40070; P40089; P47093
Q01662	
Q12285	Q12154; Q12125; P31539; P22214; Q12118; P25491
P20484	Q06511
P53091	P32354; P30665; Q12306
P35191	
P03879	
P38156	
P53152	P52490
P10507	P11914
P39016	P31384; P39517; P39008
P33201	
Q03151	
Q08444	
P53204	Q06178
Q03125	
Q02207	
P15442	P29295; P22211
Q12434	P19073
Q03835	P22149; P53323
P02294	
P53258	
Q03532	Q12389; Q04660; P53743; Itself; P20448; P43586; Q12176; P38112; P47083; P39744; Q02892; P53927; P37838; P40078; P40693; Q12481; Q12136; P53866
P02309	P32447; Q08649; Q06205; P61830; Q12373; P36124; P38890; P22082; P32597; Q9H7Z6
P16622	
P53685	
P53389	
P47119	
P47056	
P46673	Q02629; Q02630; P35729; P49687; P53011; Q8WUM0
P53252	Q05050; Q12230; P35719; Q03407
P05375	
Q06892	
Q03880	
P23594	P38796; Q12461; Q04372
P34221	Q12447
P39966	Q12447
P39105	
P38801	
Q08278	Q12321; Q12343; Q06213; P47822
P0CW40	
P23060	
P03873	
P50113	
Q05930	P46972; P52286
P47035	Q00684; P00572; P53131; Q02208
P08466	
P40545	
Q12276	P32598
P41809	
P28627	
P32337	
P38860	
P53317	P36009; Q12136
P20676	Q06142
Q07418	
Q12245	Q07951; P40302; P32379
P36081	
Q02771	
P39006	
P11927	
P23292	P23291
Q07887	
P34078	P40160; P05750
P53846	P47118
P53869	
Q05473	
P0CY06	P13574
P52919	P40069; P53159
P53883	P37838
Q02892	Q04660; Q03532; P43586; Q12176; P40991; P37838; P53261; P53136; P40078; P40693; P36160; P0C2I0; P05736; P26321
P40550	
P33401	
P39008	P53829; P31384; P25655; P39517; P40484; P34909; P39016
P40968	P32523
Q04049	P15873
Q00723	
Q02733	
Q08416	
Q06324	Q04477
P47007	
P35724	
P53176	P39552
P50276	
Q03162	Q03465; Q07963
P40215	
P53259	
P40459	
Q02820	
P38205	
Q06148	P53150; P12954
P53898	
P37304	Q03306
Q12202	
P38755	
P24004	P33760
P40345	
P53860	Itself
P42934	
P52867	P31382
P53037	P53844
P36004	
P09620	
P47017	P39517; P38203; P57743; P40070; P40089; Q06406; P25644
P18408	
Q06630	
Q03920	P53738
P32500	Q05166
P25293	Q99299; P20485; Q12263; P04911; P25389; Itself; P53939; P38615; Q07794; Q08921
P32505	Q04839; P38074; P38217; Q02455
P32492	P36068; P38272; P51534
Q12129	
Q04493	P48363; P52553
P00950	
Q12499	P15646; Q05022
P23595	P38074; Q04372
Q04119	
Q03435	P43579; P40060; P53115
P05150	P00812
P32833	P54790; P50874; P38826
P38873	P38691; P41318; P35169
P38702	
P32895	P38689; P38063; Q12265
Q99257	P17629; P34232; Q02630
P25588	Q08032; Q08496; P32485; P53840
P40050	
P50873	
P53919	P33322; P32495
P40360	
P23503	Q05583
P19524	Q03824; P32526; P53141; P51534; P25591
P38798	P48412
P47016	
P33755	P25694; P53044
P33400	P43603; Q12033; P32793
P40186	P17157
P15873	P43605; Q12050; P32354; Q03834; Itself; P47110; P26793; Q04049; Q12495; Q12306; P12954; P12887
Q03446	P39940
Q06644	
P38203	P39517; P47017; P57743; P40070; P40089; Q06406; P53905; P47093; P25644; Q06217
P38998	P39940
P40577	P53886; Q12440; Q04601; Q08683; P16522
Q3E7Y6	P47134; P38283
Q92317	P40096
Q08485	
P52960	
Q08760	
Q00618	P20133
Q08959	
P41812	P53833; P38336; P53218; P38291; P38786; P40993
Q03178	
Q03180	
P40494	P15891; P80667
P38922	
P29295	P35193; Q12292; P15442; Itself; P40065; P36003; P15303
P25605	
P53897	
P46958	
P23291	P00445; P19812; P23292
P36007	
Q06213	Q08278; P19263; P38633
P08536	
Q03079	
P38122	
Q12447	P39966; P34221; P38089
P32567	
Q12462	
P38796	P23594
P47033	
Q04004	
P38009	P54113
P15179	
P36167	
P38854	
P36421	P32566
P47183	
P07284	
P29056	P13393
P53322	
Q06672	
Q12383	
P22803	
P40537	
Q12151	
P0CG63	P40087; P48510; P48365; P32628; P00358
P53874	
P25037	
Q06339	
P40462	
Q07921	P38960
P40308	
Q12400	
Q06417	
Q04411	
Q02159	
P15732	
P0C5L2	
P38277	
P38185	
Q02209	
P38189	
P0C5Q3	
P53084	
P53947	
P47105	
P38716	
P0C5Q5	
P53750	
P53963	
P38841	
P53975	
Q07451	
P32622	P21373
Q8TGQ8	
Q12316	
P53151	
P53263	
P40159	
P40166	
P53876	
Q12240	
Q08521	
Q3E736	
P89888	
P53160	
Q3E774	
P53183	
Q3E7X8	
Q8TGL6	
A0A023PZB8	
Q08927	
Q12486	
Q08994	
Q02754	
Q08916	
P0C2I9	
A0A023PYD3	
Q9ZZW1	
Q04629	
P26637	
P34241	P53734; Q04660; P10962; Q08287; Q05942; P47108
P25040	
P12887	P15873
Q04228	P25694; Q08109; P40318; P53044; Q99220
P22203	P47104; P48836
P38733	
Q03885	
P53310	
P48569	
Q08533	
P53186	
P43608	
Q12444	
Q3E818	
O13587	
P0C5S1	
P87288	
Q8TGP9	
P53851	
Q06177	
P25386	
P53058	
P25591	P19524; P39968
P40438	
Q92331	P32913; P34110
P53853	Q07794; Itself
Q07878	
P53285	
P36017	P39958; P32864
O13554	
A0A023PXB0	
P38331	
P39725	
Q3E7A0	
P0C5N9	
Q03208	
Q12744	
P53056	
Q3E7A3	
Q3E841	
P40892	P39940
Q3E843	
P0CL42	
Q03886	
P47059	
P47066	
Q12085	
O13556	
O13550	
Q8TGT8	
Q3E771	
P53190	
Q8TGM2	
O13579	
Q8TGR4	
Q08498	
Q99248	
P0C5M7	
Q02781	
Q07658	
A0A023PYF4	
Q05863	
Q12251	
O13586	
Q03362	
Q3E796	
Q03418	
Q08984	P53844
Q99303	
Q12058	
Q06325	
Q02749	
Q12172	
Q12042	
P38146	P39958; P32864; P53845; P53633; P53093
Q12340	
P38374	
P40341	P39925
O13518	
P53065	
P36026	
Q04235	
Q04602	
P41807	P32366; P39111; P32563
Q3E755	
P87012	
A0A023PXH4	
P53948	
P53085	
P36074	
P0CL24	
Q04869	
P40524	
Q07881	
P53976	
Q03759	
A0A023PXN9	
P53751	
P0C5P8	
Q03695	
Q8TGS5	
Q7LHG5	
P0C5N1	
P39977	
P40162	
P0CE98	
Q8TGS0	
P53857	
P0C2I2	
Q8TGR0	
Q04013	
O13546	
Q3E7B0	
A0A023PZA9	
A0A023PXI4	
Q3E763	
A0A023PYK2	
Q12274	
P51996	P39958; Q08484; P53845; P53633; P53093
Q08976	
Q08486	
Q12415	
Q07381	
Q03784	P36149
Q03337	P36149; P38334
P46944	P38334
P32772	
P43123	
P32630	
P33891	P53847; P28791; Q12745; P41834
Q06266	
Q07824	
P38825	P11484
Q12059	Q99344
Q99190	
P40533	
P33202	P26188; Q01939; P54860
Q02354	P25586; P47083; Q06512; Q12136; Q05946; P40362; Q06078; P53254; Itself
Q07963	Q03162; P06104; Q03465
P53276	P47083; Q02931; P42945; Q04305; Q06679; P38882
P38735	
P36135	
P21373	P32622
P25515	
Q3E7Y5	
P42937	
P0CX18	
P40917	
P46683	P05750
P36015	P32854; Q04338
P38171	
P53143	
P40361	
P0CL26	
Q8TGS4	
Q3E737	
Q6B0R2	
A0A023PXE5	
Q8TGK0	
P39542	
I2HB70	
P40483	Q06449
Q03236	
Q3E767	
P0CT86	
P46996	
Q3E766	
P38899	
Q12110	
P53831	
Q99337	
Q05016	P39009
P53748	
P53185	
Q8TGT9	
Q12077	
Q45U48	
Q08234	P48558; P33302
Q08207	
P43538	
Q06695	
P36025	
P53274	
Q3E742	
Q7LIF2	
Q8TGP2	
P0C5M8	
Q12496	
P40000	
Q8TGR9	
Q3E834	
P0C5R8	
Q12303	
P38555	P39958; P53845; P53633; P53093
P0C074	P49955
P23255	P46677; P38129
Q04767	
P26370	
P50623	Q12306
P50102	Q12060
Q3E781	
P38215	
P0C5L0	
Q8TGT2	
P53138	
Q8TGS7	
P0CF34	Q06604
Q12336	
P47072	
P47044	
Q3E7Z4	
P40440	
P40579	
P53907	
P0C2J4	
P53229	
P53205	
P43539	
O13545	
Q06057	
Q08222	
Q08206	
Q12225	
Q08756	
A0A023PZC7	
P0CL40	
P87269	
Q03057	
Q8TGQ7	
O13548	
P53819	
Q08373	
Q12697	
P43551	
P27654	
P41895	
Q12094	
P32893	Q03660
Q06679	P42945; P40362; Q04177; P53276; P38882
P36172	
P17255	P47104; P32366
P25565	
P38142	
D6VPM8	
P38183	
Q3E826	
P36133	
P34225	
P36086	
P0CL32	
P47090	
P36071	
Q04893	
P28626	
P36073	
P38829	Q05583; P40469
P0CF22	
Q3E7B5	
P40572	
P53740	Q12674
P38870	P43603
Q99219	
P53967	
Q8TGN5	
P53213	
P40365	
P0CL38	
P0CX62	
Q12273	
P53336	
P87280	
P87283	
O13541	
Q08187	
Q8TGJ1	
Q12139	
Q12531	
P0CX21	
P0CX20	
O13572	
P25036	
P32939	P39958; Q04934; P53845; P53093
Q06328	
P38279	
P53099	
P89886	
P23202	P18494; P36003
P25347	
P89495	
P25575	P12904
P0C269	
P35733	
Q8TGN0	
Q04773	
Q8TGT5	
P10356	
Q03263	
P47092	
P35723	
Q07990	
Q6Q5P6	
Q03219	
P46987	
Q8TGJ7	
P07273	P38915; P38931
Q06525	P38305; P32523
P53076	P25569; P40208; Q12508; P40547
Q06696	Q12483; P47142; Q02767; P62991
P32319	Q04338
P39109	P00330; Q03048; P01120
Q04608	
Q07509	
Q07435	
Q8J0M4	
Q12441	
P90471	
P0C1V3	
P39711	
P36134	
P40895	
Q04116	
P53737	
Q07074	
Q03559	
P46991	
P47080	
P53726	
P47087	
Q2V2P5	
P47181	
P0C5R3	
Q3E7B9	
A0A023PZA4	
Q08620	
P0C5M5	
P53265	
P0C2I3	
P0CX99	
Q12331	
Q08272	
P43546	
P0C2J0	
O13575	
Q08974	
Q99401	
P34240	
P25594	
P40362	P15790; P36009; P32899; P25586; P25635; Q06078; P53254; Q06679; Q02354
P40151	
P33418	Q12453
Q96VG8	
P36042	
P35736	
P35995	
Q07967	
P53928	
Q04223	
Q07978	
A0A023PXQ9	
P40076	
Q3E815	
A0A023PXM2	
P0CX19	
P36050	
Q45U18	
P0CL23	
Q03795	
P47053	
P53754	
P53225	
P53891	
P40169	
Q3E7Y7	
Q08503	
P0C270	
P43599	
Q08504	
P87271	
Q08922	
P40004	
P0CX58	
Q08971	
P39989	
P26725	
Q06089	
Q08995	
Q6Q5F3	
P0CX22	
P54072	
